EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,DistanceFromHome,Education,EmployeeCount,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,Mean_In_Time,Mean_Out_Time,Mean_Duration_Hours,Attrition_Yes,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married
3657,4.0,4.0,3.0,27,26,4,1,1,-0.39434577874379456,3.0,17,8,0,8.0,3,6,0,0,4,3,9.97638888888889,17.366388888888892,7.389984381972334,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3658,1.0,3.0,2.0,55,19,3,1,1,-0.3873339832365932,6.0,14,8,3,24.0,0,19,3,8,4,3,9.98361111111111,18.586388888888887,8.602821285140562,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
3659,4.0,2.0,3.0,56,24,4,1,2,-0.697340336115588,4.0,15,8,2,33.0,2,19,15,9,3,3,10.018333333333334,20.175,10.156758143685856,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
3660,1.0,3.0,3.0,34,1,2,1,2,0.45004438324463975,1.0,17,8,1,5.0,1,5,0,0,3,3,9.995277777777776,16.40138888888889,6.406162427487729,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3661,2.0,3.0,3.0,40,3,3,1,2,-0.40921928436513083,5.0,11,8,1,15.0,3,12,11,8,2,3,9.9725,16.515555555555554,6.543081213743864,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3662,2.0,3.0,3.0,34,5,3,1,1,-0.41431877200673184,4.0,18,8,1,10.0,2,8,7,7,4,3,9.993055555555555,17.153055555555554,7.160102632753236,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3663,3.0,4.0,4.0,31,2,2,1,2,-0.23519926859549628,7.0,17,8,1,3.0,2,1,0,0,1,3,9.985833333333332,17.66916666666667,7.683275323516288,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3664,4.0,3.0,2.0,35,1,2,1,1,0.062270843831229446,0.0,13,8,0,5.0,2,4,3,2,3,3,9.985555555555555,18.98638888888889,9.000943775100403,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3665,4.0,3.0,3.0,38,7,3,1,2,0.23841564611819777,1.0,15,8,0,4.0,2,4,0,3,2,3,9.999166666666666,16.455277777777777,6.456188085676038,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3666,3.0,4.0,4.0,34,10,4,1,2,0.19315769329898877,1.0,24,8,0,14.0,4,14,4,11,3,4,10.0025,17.850833333333334,7.848437081659973,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3667,3.0,1.0,3.0,28,2,3,1,2,0.9893152013439468,1.0,12,8,0,5.0,2,5,0,4,3,3,9.969444444444445,16.659444444444443,6.690036813922356,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3668,4.0,3.0,2.0,31,15,2,1,2,-0.327839960751248,1.0,15,8,0,10.0,3,10,6,7,2,3,10.008611111111112,20.89527777777778,10.886646586345382,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3669,1.0,4.0,4.0,39,17,4,1,2,0.843979803558318,3.0,11,8,1,8.0,3,5,1,4,3,3,10.004444444444445,20.06277777777778,10.058428157072736,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3670,2.0,2.0,3.0,51,20,3,1,2,1.7659246734294345,2.0,11,8,1,14.0,2,4,3,2,2,3,10.011666666666667,17.058055555555555,7.0462829094154396,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
3671,4.0,4.0,2.0,41,1,3,1,4,2.68531979947975,3.0,12,8,1,12.0,2,6,3,3,3,3,10.0,20.673055555555557,10.673201695671576,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3672,3.0,3.0,3.0,37,2,2,1,1,-0.2332869607298959,7.0,15,8,0,8.0,3,6,1,3,4,3,10.000277777777777,20.283611111111114,10.28338018741633,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3673,2.0,4.0,4.0,33,2,3,1,1,0.48659071134278037,6.0,17,8,0,8.0,2,5,1,2,3,3,10.0,17.71222222222222,7.712385095939313,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3674,3.0,2.0,2.0,32,1,4,1,5,2.6955187747629523,0.0,12,8,1,4.0,3,3,1,2,3,3,10.028055555555556,20.3825,10.35460174029451,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3675,3.0,3.0,3.0,39,29,2,1,2,-0.5583792978819605,3.0,15,8,0,13.0,3,6,0,5,3,3,9.972777777777777,16.56277777777778,6.589966532797858,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3676,1.0,3.0,2.0,25,7,4,1,1,-0.9108813811076304,2.0,13,8,3,6.0,2,3,1,2,2,3,10.031111111111112,17.219166666666666,7.187983043284248,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3677,4.0,3.0,2.0,52,2,1,1,2,1.1070283744042368,2.0,14,8,0,24.0,2,5,0,2,3,3,10.010833333333334,19.000555555555554,8.989871709058455,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3678,1.0,3.0,1.0,43,2,2,1,1,0.2885606079272744,1.0,14,8,2,20.0,1,20,1,8,3,3,9.997777777777777,19.56722222222222,9.569638554216867,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
3679,4.0,4.0,3.0,27,2,4,1,1,-0.5938632327214342,1.0,16,8,2,6.0,2,6,4,4,3,3,9.98361111111111,20.18111111111111,10.197599286033022,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3680,4.0,3.0,3.0,27,2,5,1,1,1.5440969610197905,1.0,18,8,1,8.0,3,8,7,7,4,3,9.970833333333333,19.859722222222224,9.888908969210172,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3681,1.0,4.0,3.0,26,2,2,1,3,-0.25474730455496686,0.0,20,8,1,5.0,2,4,1,1,3,4,10.012222222222222,16.308611111111112,6.29646697902722,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
3682,3.0,1.0,3.0,42,23,3,1,3,-0.8203654754692125,0.0,13,8,1,21.0,3,20,0,9,3,3,9.961944444444443,16.153888888888886,6.191985720660419,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3683,3.0,1.0,1.0,52,5,2,1,1,-0.7955054732164075,9.0,18,8,1,12.0,6,5,0,4,3,3,9.998055555555554,16.494444444444447,6.496350959393127,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3684,1.0,3.0,3.0,37,20,5,1,2,0.06397067304509645,4.0,13,8,1,8.0,1,3,0,2,3,3,9.991944444444444,17.46527777777778,7.473276439089692,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3685,3.0,4.0,3.0,35,6,4,1,2,-0.07669019440239815,2.0,15,8,1,10.0,2,2,2,2,3,3,9.9925,17.67527777777778,7.6826427933958055,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3686,1.0,4.0,2.0,25,1,4,1,2,-0.8505374440153518,4.0,14,8,2,7.0,2,3,0,2,1,3,9.964444444444444,17.911944444444444,7.94752119589469,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
3687,3.0,1.0,3.0,26,29,4,1,1,-0.02420796742425439,0.0,22,8,0,8.0,2,7,0,7,2,4,9.996666666666666,16.790000000000003,6.793324408746096,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3688,2.0,1.0,2.0,29,9,3,1,1,0.9774163968468779,1.0,12,8,0,10.0,5,10,0,9,2,3,10.00361111111111,16.246111111111112,6.2424910754127625,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3689,1.0,1.0,3.0,49,6,5,1,2,-0.8841090709892251,3.0,18,8,0,20.0,2,4,1,3,3,3,10.000277777777777,17.114444444444445,7.114096385542169,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3690,3.0,4.0,3.0,29,3,2,1,2,0.06545802360723008,0.0,15,8,1,9.0,2,8,7,7,3,3,9.97888888888889,18.495555555555555,8.516736947791165,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3691,4.0,4.0,2.0,54,1,3,1,2,-0.893670610317227,6.0,18,8,2,29.0,2,20,12,7,2,3,10.016944444444444,16.242222222222225,6.225363676929942,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3692,4.0,1.0,3.0,58,22,3,1,2,-0.8611613766020205,3.0,12,8,1,32.0,2,9,1,5,3,3,9.981944444444444,20.260555555555555,10.27847166443552,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3693,2.0,4.0,4.0,55,7,3,1,3,-0.29958030007070907,2.0,16,8,1,31.0,3,7,0,0,3,3,9.969722222222222,17.427222222222223,7.457685185185185,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3694,1.0,2.0,3.0,36,1,3,1,2,-0.25368491129629994,3.0,13,8,0,15.0,5,5,0,1,3,3,9.978333333333333,19.228055555555553,9.249844935296743,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3695,2.0,3.0,3.0,31,4,3,1,2,-0.7321868349998616,1.0,19,8,0,1.0,3,1,0,0,3,3,9.987777777777778,17.229999999999997,7.242183177153057,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3696,4.0,1.0,3.0,30,3,3,1,3,-0.29363089782217455,7.0,13,8,0,8.0,4,3,0,2,3,3,9.96888888888889,17.43638888888889,7.467435296742526,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3697,1.0,2.0,4.0,31,1,3,1,1,2.199806080268987,3.0,12,8,1,9.0,3,3,1,0,3,3,10.005833333333333,17.250555555555554,7.244683177153057,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
3698,4.0,1.0,3.0,34,2,1,1,5,-0.811016414792944,5.0,11,8,0,10.0,3,4,1,3,4,3,10.014166666666666,17.613055555555558,7.598684738955823,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3699,1.0,2.0,4.0,31,20,3,1,1,-0.06861600563652988,1.0,14,8,1,1.0,2,1,0,0,1,3,10.005555555555556,17.945833333333333,7.940345827755467,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
3700,2.0,1.0,4.0,27,11,4,1,4,0.02742434494695586,0.0,16,8,0,6.0,3,5,1,4,3,3,9.995277777777776,17.143333333333334,7.148193886657742,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
3701,1.0,4.0,2.0,36,1,3,1,2,-0.6369963990233094,1.0,12,8,2,10.0,2,10,1,8,2,3,10.004722222222222,16.317777777777778,6.312943998215082,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
3702,3.0,1.0,2.0,36,24,3,1,3,-0.022508138210387385,4.0,14,8,1,11.0,3,3,0,2,3,3,9.997222222222222,17.253888888888888,7.256830655957162,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3703,1.0,4.0,2.0,47,23,4,1,2,-0.04864301237359257,7.0,14,8,2,17.0,0,6,1,2,3,3,9.980833333333333,17.77138888888889,7.790498661311915,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3704,1.0,1.0,3.0,25,16,4,1,2,2.837879471424314,3.0,19,8,0,6.0,3,3,2,2,2,3,9.989999999999998,17.189722222222223,7.199907407407408,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3705,3.0,3.0,1.0,37,8,4,1,1,0.23034145735232947,0.0,22,8,1,7.0,5,6,1,3,3,4,10.002777777777778,17.538333333333334,7.5355499776885315,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3706,1.0,1.0,4.0,56,10,4,1,2,-0.4769999742680776,2.0,16,8,0,5.0,2,3,1,0,3,3,9.995555555555555,16.635555555555555,6.6398348951361,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
3707,1.0,3.0,4.0,47,3,2,1,2,-0.4544772371843398,3.0,11,8,1,26.0,3,20,5,6,3,3,10.015555555555556,16.364722222222223,6.34921463632307,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
3708,4.0,3.0,3.0,24,5,1,1,1,-0.4606391180846077,1.0,15,8,1,5.0,5,5,0,3,3,3,10.001666666666667,19.598888888888887,9.597225568942436,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
3709,4.0,4.0,2.0,32,4,3,1,1,-0.25007277421683255,4.0,14,8,1,7.0,2,4,0,3,3,3,9.974722222222223,17.429166666666667,7.454296073181616,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
3710,4.0,2.0,2.0,34,9,2,1,1,-0.6848040956633189,5.0,13,8,0,7.0,3,5,0,2,3,3,9.995555555555555,16.147777777777776,6.152187639446676,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
3711,2.0,3.0,2.0,41,26,3,1,3,-0.21628866859122586,2.0,17,8,2,7.0,2,4,0,3,3,3,9.980833333333333,20.27472222222222,10.29391231593039,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3712,3.0,3.0,4.0,40,3,2,1,1,-0.4591517675224741,3.0,11,8,1,11.0,6,8,0,7,2,3,9.995555555555555,16.40888888888889,6.4134058456046406,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3713,1.0,4.0,3.0,31,16,3,1,2,-0.7906184642265399,1.0,19,8,1,13.0,5,13,9,9,3,3,9.999444444444444,16.6925,6.693168228469434,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
3714,1.0,4.0,4.0,46,18,1,1,1,-0.11111173598320498,4.0,11,8,1,28.0,2,7,4,3,3,3,10.021111111111113,16.717777777777776,6.696682284694333,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
3715,1.0,1.0,4.0,39,2,4,1,2,-0.45086510010487246,2.0,15,8,2,11.0,1,1,0,0,2,3,10.06027777777778,19.327222222222222,9.266914323962517,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
3716,3.0,2.0,3.0,31,2,3,1,2,-0.8352389810905487,1.0,13,8,3,10.0,3,10,4,7,3,3,9.988333333333333,16.775277777777777,6.787010263275324,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3717,2.0,1.0,3.0,45,10,2,1,1,-0.5673034012547622,2.0,14,8,0,24.0,1,7,0,7,3,3,9.989999999999998,20.213055555555556,10.2231838464971,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
3718,4.0,2.0,3.0,31,16,4,1,3,-0.4799746753923449,9.0,13,8,0,8.0,3,3,0,2,3,3,9.991944444444444,16.668333333333333,6.676398929049531,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3719,2.0,4.0,1.0,31,7,4,1,1,-0.0006228370818497077,6.0,23,8,1,7.0,5,2,2,2,3,4,10.000277777777777,20.198611111111113,10.198267514502454,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
3720,2.0,4.0,4.0,45,1,2,1,1,2.5342474780973205,4.0,12,8,1,10.0,5,3,1,2,3,3,9.986944444444443,20.360000000000003,10.37314591700134,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3721,3.0,1.0,3.0,48,24,3,1,2,-1.0415557519236565,4.0,12,8,0,15.0,3,2,2,2,3,3,9.983888888888888,17.05027777777778,7.066439089692102,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
3722,1.0,3.0,3.0,34,7,4,1,2,-0.8093165855790769,1.0,16,8,1,2.0,3,2,2,2,3,3,10.009444444444444,17.411944444444444,7.402514502454261,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
3723,4.0,2.0,3.0,40,25,4,1,1,-0.7126387990403911,2.0,15,8,1,16.0,1,9,4,8,2,3,9.97,17.926944444444445,7.956910977242302,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3724,4.0,1.0,3.0,28,1,2,1,1,2.3661768645762202,0.0,13,8,1,6.0,0,5,1,3,3,3,10.018055555555556,16.529444444444444,6.511348728246318,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3725,3.0,3.0,3.0,44,5,3,1,1,-0.8889960799790928,3.0,18,8,0,7.0,4,5,0,3,2,3,9.998333333333333,16.600555555555555,6.602342704149933,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3726,4.0,2.0,2.0,53,2,4,1,2,1.1023538440661027,4.0,20,8,0,35.0,2,9,8,8,3,4,9.974722222222223,16.831666666666667,6.85698572066042,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
3727,1.0,3.0,2.0,49,7,3,1,3,-0.2504977315202993,2.0,19,8,0,20.0,2,3,1,2,1,3,9.976666666666667,16.79527777777778,6.818568719321732,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
3728,3.0,3.0,4.0,40,2,4,1,3,2.177708300488716,2.0,18,8,1,8.0,3,3,1,2,3,3,10.01361111111111,16.493055555555557,6.479487951807228,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3729,4.0,2.0,2.0,44,5,1,1,3,-0.2708956820867034,1.0,13,8,0,6.0,2,5,1,3,4,3,10.001666666666667,16.877222222222223,6.8756793842034805,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
3730,4.0,1.0,3.0,33,10,3,1,2,-0.8080417136686767,0.0,14,8,3,5.0,2,4,0,3,3,3,9.965833333333332,17.247777777777777,7.281910977242303,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3731,4.0,1.0,3.0,34,10,4,1,1,2.707630057911755,3.0,15,8,1,15.0,5,13,3,12,3,3,9.998055555555554,16.87638888888889,6.878326639892905,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3732,4.0,3.0,2.0,30,1,2,1,1,-0.8492625721049515,8.0,22,8,0,4.0,3,2,2,2,3,4,10.000833333333333,16.160833333333333,6.159881749219099,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3733,1.0,4.0,3.0,42,8,4,1,1,-0.09368848654106819,1.0,22,8,2,12.0,2,12,5,8,3,4,10.004722222222222,17.269444444444442,7.264863900044623,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3734,1.0,3.0,2.0,44,5,3,1,5,-0.45065262145313906,7.0,16,8,2,11.0,2,1,0,0,3,3,9.99611111111111,17.531388888888888,7.5352465417224455,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3735,3.0,3.0,2.0,30,8,3,1,1,-0.9263923226841668,1.0,17,8,1,1.0,2,1,0,0,3,3,10.008055555555556,16.15583333333333,6.14754016064257,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3736,2.0,3.0,2.0,57,2,1,1,3,-0.07244062136773063,0.0,14,8,0,13.0,5,12,2,8,2,3,10.000833333333333,17.521944444444443,7.521041945560018,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3737,3.0,2.0,3.0,49,7,3,1,2,-0.29936782141897567,3.0,15,8,0,29.0,5,8,0,7,3,3,10.008333333333333,16.889166666666664,6.8809672021419015,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3738,2.0,1.0,2.0,34,2,4,1,2,0.07948161462163286,7.0,20,8,0,16.0,3,14,6,9,3,4,9.96861111111111,16.364444444444445,6.395625836680053,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3739,1.0,3.0,4.0,28,2,3,1,1,-0.8985576193070947,3.0,20,8,1,5.0,5,3,1,2,3,4,10.004166666666666,16.491944444444446,6.487617135207497,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
3740,1.0,2.0,1.0,29,28,3,1,5,-0.43960373156300353,5.0,17,8,3,7.0,1,5,0,0,3,3,9.980555555555556,17.759444444444444,7.77875948237394,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3741,1.0,2.0,4.0,34,7,1,1,1,-0.04566831124932532,0.0,15,8,1,16.0,2,15,10,10,3,3,10.007222222222222,18.481388888888887,8.474206827309237,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
3742,4.0,3.0,3.0,35,7,4,1,4,-0.8392760754734829,1.0,14,8,1,1.0,4,1,0,0,2,3,9.972222222222223,16.552222222222223,6.580034582775547,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3743,2.0,1.0,2.0,24,3,3,1,2,0.24457752701846563,2.0,17,8,1,4.0,3,0,0,0,2,3,10.006388888888889,18.41444444444444,8.407984158857653,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3744,4.0,2.0,3.0,24,10,3,1,2,-0.2853442304045729,1.0,17,8,1,1.0,3,1,0,0,1,3,9.992222222222221,17.3825,7.390234270414993,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3745,2.0,3.0,2.0,44,5,2,1,2,2.2641871117442003,5.0,22,8,1,16.0,1,2,2,2,2,4,9.989166666666666,20.041111111111114,10.05189424364123,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3746,3.0,3.0,3.0,29,10,2,1,1,1.339692498052283,1.0,13,8,0,10.0,6,10,0,4,3,3,9.993611111111111,16.981111111111108,6.987454261490407,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3747,3.0,3.0,4.0,30,1,2,1,3,0.7900102260180406,0.0,19,8,1,6.0,2,5,1,3,3,3,10.015,16.215,6.20006135653726,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3748,4.0,3.0,3.0,55,20,3,1,2,-0.366298596714989,0.0,14,8,1,4.0,6,3,1,2,3,3,9.988333333333333,20.460555555555555,10.472217759928604,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
3749,1.0,2.0,3.0,33,7,2,1,2,-0.5877013518211662,8.0,22,8,2,8.0,2,5,0,2,3,4,9.989444444444443,17.79638888888889,7.806931057563587,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3750,3.0,3.0,2.0,47,8,4,1,2,-0.8790095833476241,3.0,17,8,0,11.0,5,5,1,2,2,3,9.97638888888889,20.68138888888889,10.705013386880855,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3751,3.0,1.0,2.0,28,1,3,1,2,-1.019245493491652,7.0,12,8,0,8.0,3,0,0,0,3,3,10.010277777777778,17.534444444444446,7.524103078982597,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
3752,1.0,3.0,1.0,28,8,4,1,1,2.083155300467364,1.0,16,8,0,1.0,3,1,0,0,2,3,10.006388888888889,16.175555555555558,6.169154395359215,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
3753,3.0,1.0,3.0,28,9,3,1,2,-0.12109823261467363,0.0,11,8,0,5.0,3,4,1,3,3,3,10.030000000000001,17.030833333333334,7.000956046407854,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3754,3.0,1.0,3.0,49,5,4,1,1,-0.6542071698137129,4.0,11,8,0,10.0,3,3,1,2,3,3,9.987222222222222,16.404444444444444,6.4171798304328425,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3755,4.0,2.0,3.0,29,8,1,1,1,-0.5239577563011536,0.0,14,8,0,4.0,2,3,0,2,1,3,9.967777777777778,17.06888888888889,7.101046407853636,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
3756,3.0,2.0,2.0,28,5,1,1,2,-0.8380012035630826,1.0,11,8,0,8.0,3,8,1,7,2,3,10.003055555555555,16.048611111111114,6.045555555555556,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3757,4.0,3.0,3.0,33,15,4,1,1,-0.06415395395012899,2.0,15,8,3,14.0,2,0,0,0,2,3,10.005,18.39361111111111,8.388742748772868,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3758,3.0,4.0,4.0,32,7,3,1,3,-0.44619056976673815,2.0,20,8,0,10.0,3,5,0,0,2,4,10.005277777777778,17.33888888888889,7.333522980812138,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3759,2.0,4.0,3.0,54,10,3,1,4,-0.5826018641795653,3.0,12,8,0,26.0,3,14,1,12,2,3,9.99861111111111,16.985555555555557,6.987053770638108,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3760,1.0,1.0,1.0,29,5,3,1,2,0.9415075047039374,6.0,17,8,2,11.0,2,9,0,7,3,3,9.99611111111111,16.543055555555558,6.546829540383757,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3761,4.0,1.0,4.0,44,26,1,1,1,0.9047486979540634,3.0,11,8,1,24.0,5,20,14,17,2,3,9.983333333333333,17.846944444444443,7.863688085676038,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
3762,2.0,2.0,3.0,39,6,1,1,2,-0.28215705062857227,4.0,17,8,1,9.0,2,2,2,2,4,3,9.977222222222222,17.0325,7.055182954038376,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3763,3.0,2.0,4.0,46,4,2,1,3,1.5559957655168595,8.0,11,8,0,23.0,1,13,5,1,2,3,10.015,17.024444444444445,7.009446675591255,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3764,4.0,2.0,1.0,35,23,4,1,2,-0.035894293269590045,1.0,14,8,0,11.0,2,11,3,3,4,3,9.983888888888888,16.188333333333333,6.204323962516734,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3765,1.0,3.0,3.0,23,2,4,1,2,-0.332939448392849,0.0,19,8,1,5.0,2,4,1,2,2,3,9.987222222222222,17.610555555555557,7.623528558679161,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
